schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date
1.0,RESEARCH_PAPER,Depth-Guided Video Object Counting in Crowded Scenes,"Yuanjing Xu, Xinyan Liu, Weidong Chen, Zixuan Zou, Linhao Zhang, Zhuangzhe Meng, Antoni B. Chan, Weigang Zhang",http://arxiv.org/abs/2608.06236,,,2026-08-06 16:24:41.000000
1.0,RESEARCH_PAPER,EmoWorld: A Decoupled Affective Field for Controllable Emotional Video Generation,"Bingyuan Wang, Baistan Zhyldyzbekov, Kunyu Feng, Zeyu Wang",http://arxiv.org/abs/2608.06231,,,2026-08-06 16:20:23.000000
1.0,RESEARCH_PAPER,From Passive Mirrors to Active Agents: Holonic Digital Twins for Physical AI over Networks,"Christo Kurisummoottil Thomas, Omar Hashash, Walid Saad",http://arxiv.org/abs/2608.06227,,,2026-08-06 16:17:43.000000
1.0,RESEARCH_PAPER,TS-RAG: Retrieval Augmented Generation for Time Series Forecasting,"Yixiong Xiao, Congxi Xiao, Jingbo Zhou",http://arxiv.org/abs/2608.06223,,,2026-08-06 16:12:57.000000
1.0,RESEARCH_PAPER,Robot Learning from Human Demonstrations: Handwritten Alphabet Trajectories and Human-Likeness Evaluation,"Alperen Kenan, Paul Bremner, Manuel Giuliani",http://arxiv.org/abs/2608.06221,,,2026-08-06 16:12:18.000000
1.0,RESEARCH_PAPER,Muon on the Stiefel Manifold Admits an Exact Closed-Form Update,"Mikhail Solonko, Molozhavenko Alexander, Maxim Rakhuba",http://arxiv.org/abs/2608.06218,,,2026-08-06 16:09:56.000000
1.0,RESEARCH_PAPER,Continual Learning in Transition,"Zhiyan Hou, Dan Zhang, Tao Feng, Liyuan Wang, Wei Li, Xiangzhao Hao, Hongyan An, Junfeng Fang, Haokai Ma, Zhaohui Xu, Haiyun Guo, Jinqiao Wang, Tat-Seng Chua",http://arxiv.org/abs/2608.06216,,,2026-08-06 16:07:26.000000
1.0,RESEARCH_PAPER,Reversible Unlearnable Examples: Towards the Copyright Protection in Deep Learning Era,"Binze Wang, Jinyu Tian, Xingrun Wang, Xiaochen Yuan, Jianqing Li",http://arxiv.org/abs/2608.06211,,,2026-08-06 16:04:05.000000
1.0,RESEARCH_PAPER,FedTransKD-IDS: Robust Federated Transfer Learning with Knowledge Distillation for Intrusion Detection in IoT,"Mohammad Hosssein Gholamrezazadeh, Ahmadreza MontazerolghaemAhmadreza Montazerolghaem",http://arxiv.org/abs/2608.06447,,,2026-08-06 16:01:31.000000
1.0,RESEARCH_PAPER,Beyond Marginal Validity: Finite-Sample Guarantees for Localized Conformal Prediction,"Anton Conrad, Rustam Isaev, Denis Belomestny, Eric Moulines, Sergey Samsonov",http://arxiv.org/abs/2608.06206,,,2026-08-06 15:59:57.000000
1.0,RESEARCH_PAPER,CFGPNet: Cross-Attention-Based Fused Gradient Programmed Network Framework for Multispectral Object Detection,"Nima Hatami, Karim Faez, Saeed Sharifian, Hamidreza Amindavar",http://arxiv.org/abs/2608.06205,,,2026-08-06 15:59:13.000000
1.0,RESEARCH_PAPER,"What Current AI Benchmarks Leave Unmeasured: Modality, Search, Citations, and Implications (for Safety Evaluations)","Ro Encarnación, Tina Behzad, Emma Lurie, Danaé Metaxa",http://arxiv.org/abs/2608.06202,,,2026-08-06 15:58:32.000000
1.0,RESEARCH_PAPER,EnvACE: Internalizing Environment Dynamics via World Rehearsal for Agentic Reinforcement Learning,"Zishan Xu, Zhiyuan Yao, Yuxin Chen, Yifu Guo, Zhengxi Lu, Yuquan Lu, Jinyang Huang, Yan Xu, Yasheng Wang, Weinan Zhang, Xingshan Zeng, Weiwen Liu",http://arxiv.org/abs/2608.06197,,,2026-08-06 15:54:36.000000
1.0,RESEARCH_PAPER,Comparative Approaches to Agent Retrieval over Large Skill Libraries,"Indivara Kolluru, Nathan Sportsman",http://arxiv.org/abs/2608.06196,,,2026-08-06 15:54:23.000000
1.0,RESEARCH_PAPER,Handling Missing Data in Probabilistic Regression Trees,"Taiane Schaedler Prass, Alisson Silva Neimaier, Guilherme Pumi",http://arxiv.org/abs/2608.06195,,,2026-08-06 15:54:12.000000
1.0,RESEARCH_PAPER,HOPE: Hand-Object Pressure Estimation from Monocular Videos,"Subin Jeon, Byungjun Kim, Hanbyul Joo",http://arxiv.org/abs/2608.06192,,,2026-08-06 15:51:46.000000
1.0,RESEARCH_PAPER,EvReflection: Event-Driven Micro-Dynamics for Reflection Removal,"Jiaxiao Wang, Dachun Kai, Huyue Zhu, Quanquan Hu, Zhenyang Xu, Xiaoyan Sun",http://arxiv.org/abs/2608.06184,,,2026-08-06 15:44:10.000000
1.0,RESEARCH_PAPER,MicroEvo: Knowledge-Guided LLM Sampling for Efficient Microarchitecture Design Space Exploration,"Jia Xiong, Runkai Li, Chenxu Niu, Guangyuan Gao, Changwen Xing, Yifan Zhang, Xinlai Wan, Jieran Cui, Chen Bai, Yusheng Hua, Ying Wang, Ming Ling, Xi Wang, Tao Xie",http://arxiv.org/abs/2608.06183,,,2026-08-06 15:43:31.000000
1.0,RESEARCH_PAPER,On Same-Sample and Independent-Sample Stochastic Extragradient for Monotone Variational Inequalities,"TaeHo Yoon, Nicolas Loizou",http://arxiv.org/abs/2608.06182,,,2026-08-06 15:42:40.000000
1.0,RESEARCH_PAPER,SAGA: Score-Weighted Adaptive Generation Alignment for Low-Resource Nordic Language Models,"Hoda Fakharzadehjahromy, Emil Wiman, Andreas Bueff, Hafsteinn Einarsson, Fredrik Heintz",http://arxiv.org/abs/2608.06179,,,2026-08-06 15:41:02.000000
1.0,RESEARCH_PAPER,Threshold-Based Early Stopping of Accumulations in Neural Networks with Binary Activation,"Quentin Luquet de Saint-Germain, Massil Ait Abdeslam, Jean Pierre David",http://arxiv.org/abs/2608.06177,,,2026-08-06 15:39:40.000000
1.0,RESEARCH_PAPER,Support Operation Factorization: Compositional Readout of Frozen Vision Encoders under Controlled Interventions,"Zhongyao Wang, Wanli Ouyang, Taoyong Cui, Pheng Ann Heng",http://arxiv.org/abs/2608.06174,,,2026-08-06 15:38:55.000000
1.0,RESEARCH_PAPER,Routing Is Least Learnable Where It Is Most Valuable: Bounds on Representation Routing for Web Agents,"Jiaming Wei, Zekun Wu, Adriano Koshiyama, Maria Perez-Ortiz",http://arxiv.org/abs/2608.06171,,,2026-08-06 15:37:04.000000
1.0,RESEARCH_PAPER,Prior-SG: Task and Prior Driven Region Segmentation for Scene Graphs in Arbitrarily-Structured Environments,"Giorgio Tonetti, Laurent Kneip, Abel Gawel, Marco Hutter",http://arxiv.org/abs/2608.06170,,,2026-08-06 15:36:12.000000
1.0,RESEARCH_PAPER,Schema-Guided Hierarchical Information Extraction and Semantic Evaluation Using Generative AI,"Modhurita Mitra, Jan-Willem Versteeg, Maarten D. Schermer, Shiva Nadi Najafabadi, Marie L. De Bruin, Lourens T. Bloem",http://arxiv.org/abs/2608.06167,,,2026-08-06 15:33:30.000000
1.0,RESEARCH_PAPER,"Audio-to-Score Transcription using Pre-trained Features, Data Augmentation, and the New SheetSage-A2S Dataset","Eoin Cummins, Zhongyi Huang, Alexandre D'Hooge, Zhuoru Mo, Yaolong Ju",http://arxiv.org/abs/2608.06165,,,2026-08-06 15:33:18.000000
1.0,RESEARCH_PAPER,BendTwin: Robust Dense-to-Sparse Physical Reconstruction with Bending-Aware Differentiable Spring-Mass Models,"Yixiong Jing, Qi Wang, Lin Chen, Junwei Jiang, Guangming Wang, Haibing Wu, Olaf Wysocki, Wanli Ma, Brian Sheil",http://arxiv.org/abs/2608.06164,,,2026-08-06 15:32:37.000000
1.0,RESEARCH_PAPER,iARCS: Iterative Agentic RL for Controllable 3D Scene Generation,"Saugat Adhikari, Ashok Prasad Neupane, Pramish Paudel, Ajad Chhatkuli, Danda Pani Paudel",http://arxiv.org/abs/2608.06161,,,2026-08-06 15:30:21.000000
1.0,RESEARCH_PAPER,"Verifiable Regularity Criterion for Conditional Expectation Operators and Conditional Mean Embeddings with Applications to Nonparametric Regression, Bayesian Inverse Problems, and Koopman Operators","Maximiliano Hertel, Ilja Klebanov, Manuel Schaller, Karl Worthmann",http://arxiv.org/abs/2608.06155,,,2026-08-06 15:22:33.000000
1.0,RESEARCH_PAPER,Visual Grounding in Zero-Shot Vision-Language Control,"J. de Curtò, Dayani Plasencia, Diego Sánchez, I. de Zarzà",http://arxiv.org/abs/2608.06154,,,2026-08-06 15:21:42.000000
1.0,RESEARCH_PAPER,Learning Globally Reusable Skills for Coding Agents,"Chen Yang, Jiashuo Tian, Ziqi Wang, Xinyin Liu, Meiru Ye, Junjie Chen",http://arxiv.org/abs/2608.06153,,,2026-08-06 15:19:56.000000
1.0,RESEARCH_PAPER,Reducing belief in conspiracy theories as they unfold using large language models,"Thomas H. Costello, Nathaniel Rabb, Michael Nicholas Stagnaro, Gordon Pennycook, David Rand",http://arxiv.org/abs/2608.06151,,,2026-08-06 15:18:50.000000
1.0,RESEARCH_PAPER,CogVis: Must Open-Vocabulary Change Detection Perceive the Scene Anew for Every Query?,"Zijie Wang, Chen Zhong, Wei He",http://arxiv.org/abs/2608.06150,,,2026-08-06 15:18:35.000000
1.0,RESEARCH_PAPER,PaDoc: Layout-Grounded Parallel Decoding for Document Parsing,"Hao Yu, Jiabo Zhan, Kang Liu, Linnan Zhao, Dongxu Yue, Rui Chen, Jinglin Wang, Chong Sun, Chen Li, Jing Lyu, Chun Yuan",http://arxiv.org/abs/2608.06146,,,2026-08-06 15:16:18.000000
1.0,RESEARCH_PAPER,FinEvo-Bench: A Longitudinal Benchmark for Self-Evolving Agents in Professional Financial Workflows,"Bo Deng, Kang Zhou, Lifan Guo, Chongyang Tao, Xuanren Chen, Chenggang Xie, Renzhao Liang, Feng Chen, Chi Zhang",http://arxiv.org/abs/2608.06144,,,2026-08-06 15:14:54.000000
1.0,RESEARCH_PAPER,Learning visual representations for compositional analysis of artworks and photographs,"Fatemeh Behrad, Tinne Tuytelaars, Johan Wagemans",http://arxiv.org/abs/2608.06142,,,2026-08-06 15:11:24.000000
1.0,RESEARCH_PAPER,Decolonizing Linguistic Policies in Automated Speech Recognition: A Framework for Cross-Culturally Competent Speech AI,"Jay L. Cunningham, Mark Atta Mensah, Richard Martinez, Joao Vieira da Silva Neto, Efi Dawodu",http://arxiv.org/abs/2608.06141,,,2026-08-06 15:10:29.000000
1.0,RESEARCH_PAPER,SkillTFM: Gated Skill Evolution for Training-Free Adaptation of Tabular Foundation Models,"Yi He, Zhengkang Guan, Anpeng Wu, Peng Cui, Fei Wu, Kun Kuang",http://arxiv.org/abs/2608.06137,,,2026-08-06 15:09:02.000000
1.0,RESEARCH_PAPER,LLM Inference Under Bursty Workload Distribution: Modifying the WAIT Algorithm,"Anjali Gangadhar Katageria, Shobha Rani, Raghu Nandan Sengupta",http://arxiv.org/abs/2608.06135,,,2026-08-06 15:07:43.000000
1.0,RESEARCH_PAPER,Hardware Keystores for AI Agent Signing Workflows: A Zero-Trust MCP Enforcement Architecture,"Leo Sambrook, Sampo Sovio",http://arxiv.org/abs/2608.06130,,,2026-08-06 15:04:26.000000
1.0,RESEARCH_PAPER,Contextual Information Policy Optimization for Search Agents,"Xingyu Guo, Wei Chen, Linlin Yang, Baochang Zhang",http://arxiv.org/abs/2608.06128,,,2026-08-06 15:01:29.000000
1.0,RESEARCH_PAPER,Patient Pose Assessment Using a CT-Based Framework for Synthetic Data Generation,"Manuel Laufer, Dominik Mairhöfer, Malte Sieren, Hauke Gerdes, Fabio Leal dos Reis, Arpad Bischof, Thomas Käster, Erhardt Barth, Jörg Barkhausen, Thomas Martinetz",http://arxiv.org/abs/2608.06126,,,2026-08-06 14:57:40.000000
1.0,RESEARCH_PAPER,Sample-Adaptive Latent Rewards for Uncertainty-Guided Diffusion Post-Training,"Rui Li, Yuanzhi Liang, Ke Hao, Ziqiao Weng, Haibin Huang, Chi Zhang, XueLong Li",http://arxiv.org/abs/2608.06125,,,2026-08-06 14:55:42.000000
1.0,RESEARCH_PAPER,Poli-Bias: Understanding and Measuring Large Language Model Biases in International Political Conflicts,"Massi-Nissa Abboud, Aladin Djuhera, Elena Cabrio, Holger Boche",http://arxiv.org/abs/2608.06123,,,2026-08-06 14:54:30.000000
1.0,RESEARCH_PAPER,Is Self-Pretraining really useful to improve diagnosis in medical Time Series?,"Omar Coser, Antonio Orvieto, Paolo Soda, Loredana Zollo",http://arxiv.org/abs/2608.06122,,,2026-08-06 14:53:23.000000
1.0,RESEARCH_PAPER,Confidence matters: Leveraging Multi-view Geometric Priors for GS-based Reconstruction,"Hongyu Zhou, Zorah Lähner",http://arxiv.org/abs/2608.06117,,,2026-08-06 14:50:29.000000
1.0,RESEARCH_PAPER,Mind the Gaps: Mixture-of-Minds for Human Simulation,Pranav Dahiya,http://arxiv.org/abs/2608.06115,,,2026-08-06 14:48:09.000000
1.0,RESEARCH_PAPER,Beyond Sequence Order: Syntax-Informed Positional Embeddings for Transformers,"Haris Riaz, Hyungji Kim, Mihai Surdeanu",http://arxiv.org/abs/2608.06111,,,2026-08-06 14:44:31.000000
1.0,RESEARCH_PAPER,From Siloed Algorithms to Compliance-First Agentic Platforms: A Multi-Layered Architecture for Hospital AI Systems,"Manideep Dhar, Ritwik Singh, Sharat Chandra Kumar Manikonda",http://arxiv.org/abs/2608.06112,,,2026-08-06 14:44:31.000000
1.0,RESEARCH_PAPER,"ECHO: A Locally-Deployable Agentic Health Assistant with Temporal Memory, Safety Guardrails, and Speech Assessment","Abdulkadir Külçe, Alihan Esen, Cağla Fikir, Berke Kurt, Kuzey Arar, Gökhan Ercan, Faik Boray Tek",http://arxiv.org/abs/2608.06110,,,2026-08-06 14:44:12.000000
1.0,RESEARCH_PAPER,Evaluating Investment Logic in Large Language Models: A Real-World Benchmark Towards Personalzied Financial Agents,"Yuanhong Jiang, Jingjie Zou, Zhenghong Lin, Xusheng Yu, Qiqi Huang, Shuai Jia, Shijie Dai",http://arxiv.org/abs/2608.06108,,,2026-08-06 14:41:56.000000
1.0,RESEARCH_PAPER,Kastor: An efficient fine-tuning strategy for generative emulation of PDE simulations,"Guillaume Couairon, Alexis Jacq, Yu-Han Wu, Renu Singh, Yana Hasson, Quentin Berthet, Romuald Elie",http://arxiv.org/abs/2608.06107,,,2026-08-06 14:41:11.000000
1.0,RESEARCH_PAPER,Does Latent Context Help? A Controlled Evaluation of Inverse Reinforcement Learning in Arctic Shipping,"Vaishnav Vaidheeswaran, Dilith Jayakody, Biruk Ambaw, Jaswanth Kumar, Md Mahbub Alam, Gabriel Spadon",http://arxiv.org/abs/2608.06105,,,2026-08-06 14:39:55.000000
1.0,RESEARCH_PAPER,Signal or Spurious Cue? A Randomized Audit of Survey-Country Metadata in LLM Social Inference,"Yifan Lyu, Xinran Li, Jiaqi Qiao, Xiujuan Xu",http://arxiv.org/abs/2608.06085,,,2026-08-06 14:27:46.000000
1.0,RESEARCH_PAPER,Dense-Cast: A lightweight ensemble of deep learning architectures for precipitation nowcasting,"Gourav Jyoti Kalita, Hidam Kumarjit Singh",http://arxiv.org/abs/2608.06082,,,2026-08-06 14:26:21.000000
1.0,RESEARCH_PAPER,Domain-Grounded Candidate Selection for Agentic Image Editing: A Shadow Removal Case,"Shilin Hu, Jingyi Xu, Dimitris Samaras, Hieu Le",http://arxiv.org/abs/2608.06075,,,2026-08-06 14:19:22.000000
1.0,RESEARCH_PAPER,Game-Theoretic Inverse Reinforcement Learning for Modeling Competitive Human Driving: A Cut-in Prediction Study,Yu Song,http://arxiv.org/abs/2608.06445,,,2026-08-06 14:14:48.000000
1.0,RESEARCH_PAPER,Training-Free Token-Level Steering for LLM Personalized Co-Writing,"Wenhao Mao, Chengbin Hou, Weixiao Wang, Jialiang Zhu, Min Liu, Yibin Hao, Hairong Lv",http://arxiv.org/abs/2608.06069,,,2026-08-06 14:13:02.000000
1.0,RESEARCH_PAPER,The Next Screenshot Knows: Gated Hindsight Distillation for Mobile GUI Agents,"Weiwei Li, Junzhuo Liu, Tong Chu, Hengfu Yu, Wen Li",http://arxiv.org/abs/2608.06065,,,2026-08-06 14:10:23.000000
1.0,RESEARCH_PAPER,Bar-JEPA: Extracting Values from Bar Chart with Joint-Embedding Predictive Architecture,"Poonam Poonam, Alexander Epple, Timo Ropinski",http://arxiv.org/abs/2608.06062,,,2026-08-06 14:07:26.000000
1.0,RESEARCH_PAPER,Learning from Failures: Retrieval-Centric CoT via Hard Negatives for Unified Multimodal Retrieval,"Zelong Sun, Jun Wang, Kaicheng Yang, Tiancheng Gu, Ziyong Feng, Zhiwu Lu",http://arxiv.org/abs/2608.06060,,,2026-08-06 14:04:56.000000
1.0,RESEARCH_PAPER,DARAD: Dual Adapters and Ranking-Aware Distillation for Continual Remote Sensing Image-Text Retrieval,"Xi Chen, Xu Chen, Xiangyang Jia, Wei Wang, Xu Zhang, Zhenyuan Sun",http://arxiv.org/abs/2608.06059,,,2026-08-06 14:04:34.000000
1.0,RESEARCH_PAPER,When History Lies: Evaluating and Improving Tool Use under Misleading Multi-Turn Histories,"Xiaoqing Wu, Xingyu Fan, Feifei Li, Wenhui Que",http://arxiv.org/abs/2608.06057,,,2026-08-06 14:04:17.000000
1.0,RESEARCH_PAPER,ML-for-ML,"Yutong Zhao, Noga H. Rotman, Gianni Antichi, Ran Ben Basat",http://arxiv.org/abs/2608.06046,,,2026-08-06 13:57:23.000000
1.0,RESEARCH_PAPER,LangChoiceBench: Measuring and Explaining Programming-Language Choice in LLMs,"Lukas Twist, Twm Stone, Helen Yannakoudakis, Jie M. Zhang",http://arxiv.org/abs/2608.06041,,,2026-08-06 13:52:16.000000
1.0,RESEARCH_PAPER,Integrating Implicit and Explicit Relational Biases through Graph-Based Multiple Instance Learning: A Case Study in Skin Lesion Diagnosis,"Rafał Buler, Jakub Buler, Maciej Bobowicz, Michał Grochowski",http://arxiv.org/abs/2608.06037,,,2026-08-06 13:47:18.000000
1.0,RESEARCH_PAPER,Dynamic Graph Prompting via Topology-Routed Mixed-Curvature Experts,"Quanxin Wang, Xuanting Xie, Bingheng Li, Xingtong Yu, Shuo Wang, Ruiyi Fang, Zhao Kang",http://arxiv.org/abs/2608.06031,,,2026-08-06 13:37:52.000000
1.0,RESEARCH_PAPER,PaCoNet: Deep Data Extraction for Parallel Coordinates,"Poonam Poonam, Hannah Kniesel, Pere-Pau Vázquez, Timo Ropinski",http://arxiv.org/abs/2608.06030,,,2026-08-06 13:37:40.000000
1.0,RESEARCH_PAPER,FormBharo: Designing and Evaluating a Voice Agent for Conversational Form Filling in Rural India,"Aman Dalmia, Sanskriti Midha, Jigar Doshi",http://arxiv.org/abs/2608.06027,,,2026-08-06 13:34:22.000000
1.0,RESEARCH_PAPER,Hybrid-Adaptive Thread Tuning to Mitigate Simulation Execution Bottlenecks in High-Performance Reinforcement Learning Inference,"Jiming Su, Hantao Hua, Lujia Yin, Yiping Yao, Feng Zhu",http://arxiv.org/abs/2608.06025,,,2026-08-06 13:31:09.000000
1.0,RESEARCH_PAPER,BioKD: Selective Physiology-to-Video Knowledge Distillation via Reliability Gate for Emotion Recognition,"Bojing Hou, Ruohao Li, Yitong Zhu, Hongjun Liu, Luwen Yu, Yuyang Wang",http://arxiv.org/abs/2608.06023,,,2026-08-06 13:30:13.000000
1.0,RESEARCH_PAPER,EpiBench: Can LLMs Understand Epitopes for Antibody Drug Discovery?,"Zirui Wang, Jiaqi Wang, Qinghan Wang, Yuzhi Xu, Gang Du, Tingjun Hou, Odin Zhang",http://arxiv.org/abs/2608.06022,,,2026-08-06 13:29:53.000000
1.0,RESEARCH_PAPER,From Economic Agents to Agentic Economies: A Systems Blueprint for Economic World Models,"Jiale Han, Xiang Li, Jing Qian, Wenyuan Gu, Pin Gao, Ye Luo, Hongyuan Zha, Dacheng Tao, Benyou Wang, Lin William Cong",http://arxiv.org/abs/2608.06020,,,2026-08-06 13:26:46.000000
1.0,RESEARCH_PAPER,ProDVI: Programmatic Dynamics Priors for Value Network Initialization,"Xinwei Liu, Junyuan Liang, Jianting Zhang, Wuhui Chen",http://arxiv.org/abs/2608.06015,,,2026-08-06 13:19:29.000000
1.0,RESEARCH_PAPER,"Iterate or Widen? When Test-Time Refinement Helps LiDAR Scene Completion: A Controlled Study of Evidence Geometry, Training Coverage, and Compute","Shijie Hao, Weining Zhang",http://arxiv.org/abs/2608.06014,,,2026-08-06 13:19:14.000000
1.0,RESEARCH_PAPER,HERALD: Counterfactual Audits and Minimal Repairs for Proof-of-Retrieval Rewards,"Zhuowen Liu, Bohan Cui, YinShang Guo, Yuting Wang, Hao Li",http://arxiv.org/abs/2608.06012,,,2026-08-06 13:15:54.000000
1.0,RESEARCH_PAPER,Wan-Animate-2: Pushing the Application Boundaries of Character Animation,"Guangyuan Wang, Li Hu, Dechao Meng, Zhongyi Zhang, Peng Zhang, Mingyang Huang, Ruoshi Zhang, Ke Sun, Zhe Zhang, Xingjun Wang, Gang Cheng, Bang Zhang",http://arxiv.org/abs/2608.06009,,,2026-08-06 13:13:10.000000
1.0,RESEARCH_PAPER,Do Tabular Foundation Models Agree with Themselves?,"Christian Klötergens, Vijaya Krishna Yalavarthi, Lars Schmidt-Thieme, Tom Hanika",http://arxiv.org/abs/2608.06004,,,2026-08-06 13:09:54.000000
1.0,RESEARCH_PAPER,Hybrid Machine Learning Framework for Herd-Level Cattle Growth Pattern and Weight Gain Forecasting in Grazing-Based Production Systems,"Muhammad Riaz Hasib Hossain, Rafiqul Islam, Shawn R. McGrath, Md Zahidul Islam, David W. Lamb",http://arxiv.org/abs/2608.06001,,,2026-08-06 13:09:05.000000
1.0,RESEARCH_PAPER,A Unified Risk View of Uncertainty: Posterior Risk for Disentanglement and Evaluation Beyond Proxies,"Frieder Wizgall, Georg Tirpitz, Moritz Seiler, Kerstin Ritter, Bálint Mucsányi",http://arxiv.org/abs/2608.05995,,,2026-08-06 13:05:16.000000
1.0,RESEARCH_PAPER,Clinical Communication Processing with Models Trained on LLM-Generated Synthetic Data: A Structured Survey and Novel Application Case Studies,"Alexander Apartsin, Yehudit Aperstein",http://arxiv.org/abs/2608.05993,,,2026-08-06 13:04:42.000000
1.0,RESEARCH_PAPER,OPERA: Operator-residual feedback for reliable autonomous optical experiments with language-model agents,"Ning Xu, Xiang Zheng, Fuqiang Zhong, Huadong Wang, Xiaolong Wu, Zhiyuan Liu, Hui Ning",http://arxiv.org/abs/2608.05990,,,2026-08-06 13:03:22.000000
1.0,RESEARCH_PAPER,Observation-Grounded Self-Predictive Reinforcement Learning for Visual Continuous Control,"Xinwei Liu, Junyuan Liang, Jianting Zhang, Wuhui Chen",http://arxiv.org/abs/2608.05989,,,2026-08-06 13:02:59.000000
1.0,RESEARCH_PAPER,AgentOPSD: Recursive Self-Distillation for Agentic Reinforcement Learning,"Zi-Han Wang, Zhengxi Lu, Zhiyuan Yao, Jinyang Wu, Jie Wu, Zhengzhou Cai, Yueqing Sun, Ziang Ye, Linji Hao, Qi Gu, Xunliang Cai, Yongliang Shen, Yujiu Yang",http://arxiv.org/abs/2608.05987,,,2026-08-06 13:00:59.000000
1.0,RESEARCH_PAPER,Universal Concept Disruption for SAM3 Image Segmentation,"Hao Wang, Yuxuan Zhang, Wei Yang",http://arxiv.org/abs/2608.05983,,,2026-08-06 13:00:02.000000
1.0,RESEARCH_PAPER,THBKG: A Temporal Biomedical Knowledge Graph for Decision-Aligned Clinical Advancement Prediction,"Pui Chung Siu, Claudia Cabrera, Mani Mudaliar, Arkaitz Zubiaga",http://arxiv.org/abs/2608.05982,,,2026-08-06 12:59:05.000000
1.0,RESEARCH_PAPER,Temporal Bridges for Spatial Resolution: Enhancing Climate Data Super-Resolution with Bidirectional Alignment,"Yichen Zhang, Yixiong Xiao, Congxi Xiao, Jingbo Zhou",http://arxiv.org/abs/2608.05981,,,2026-08-06 12:58:22.000000
1.0,RESEARCH_PAPER,How Far Do Simple Transformations Translate Across Text Embedding Models?,"Sid Ali Hamideche, Louis Adrien Dufrene, Quentin Lampin, Guillaume Larue",http://arxiv.org/abs/2608.05980,,,2026-08-06 12:57:01.000000
1.0,RESEARCH_PAPER,Multi-Year Geospatial Reasoning using Interannually-Consistent Historical Predictions as a Free Input Modality,"Syed Roshaan Ali Shah, Kasper Bonte, David Bekaert, Kristof Van Tricht, Dieter Wens",http://arxiv.org/abs/2608.05979,,,2026-08-06 12:56:48.000000
1.0,RESEARCH_PAPER,Diff-VF: Training-free High-quality Long Video Generation via Diffusion Model,"Haoning Yang, Xinyuan Chen, Yaohui Wang, Guo Lu",http://arxiv.org/abs/2608.05976,,,2026-08-06 12:53:46.000000
1.0,RESEARCH_PAPER,TRACE: Learned Proprioceptive Odometry for Legged Robots under Unreliable Contact Conditions,"Taehyeon Kong, Woojin Kim, Jemin Hwangbo",http://arxiv.org/abs/2608.05975,,,2026-08-06 12:53:33.000000
1.0,RESEARCH_PAPER,SkillMemo: Expert-guided Skill Memory Framework for Compositional Embodied Manipulation,"Changyuan Wang, Chubin Zhang, Zhenyu Wu, Runhao Li, Angyuan Ma, Ke Chao, Yinan Liang, Xiuwei Xu, Ziwei Wang, Yansong Tang, Jiwen Lu",http://arxiv.org/abs/2608.05970,,,2026-08-06 12:46:13.000000
1.0,RESEARCH_PAPER,Topology-Aware Neighborhood Learning for Source-Free Cross-Scene Hyperspectral Image Classification,"Qingmei Li, Juepeng Zheng, Jiarui Zhang, Jianxi Huang, Haohuan Fu",http://arxiv.org/abs/2608.05964,,,2026-08-06 12:40:06.000000
1.0,RESEARCH_PAPER,"Big, Bright, or Invisible: A Frozen-Feature Benchmark of 3D CT Foundation Models","Maulik Chevli, Johannes Brandt, Rickmer Braren, Daniel Rueckert, Philip Müller",http://arxiv.org/abs/2608.05960,,,2026-08-06 12:34:17.000000
1.0,RESEARCH_PAPER,Stability of Ranking-dependent Pair-wise Comparison Patterns in the Analytic Hierarchy Process,"Vitaliy Tsyganok, Sergii Kadenko, Oleh Andriichuk",http://arxiv.org/abs/2608.05958,,,2026-08-06 12:33:04.000000
1.0,RESEARCH_PAPER,Training a Conditioned Video Game Agent on a VLM Annotated Dataset,"Katrin Schmid, Iuri Frosio",http://arxiv.org/abs/2608.05954,,,2026-08-06 12:25:54.000000
1.0,RESEARCH_PAPER,VLMs for Videogame Data Annotation,"Katrin Schmid, Iuri Frosio",http://arxiv.org/abs/2608.05949,,,2026-08-06 12:20:53.000000
1.0,RESEARCH_PAPER,GAUGE: A Measurement-Grounded Benchmark for Physical Fidelity in Simulation Engines and Video World Models,"Shuai Wang, Yaxin Feng, Xuekun Jiang, Shihan Tian, Ningyu Yan, Xing Shen, Chaoyang Lyu, Hui Wang, Yunsong Zhou, Hanqing Wang, Jiangmiao Pang, Yang Xiang, Xing Gao, Chunhua Shen, Weinan Zhang",http://arxiv.org/abs/2608.05948,,,2026-08-06 12:19:38.000000
1.0,RESEARCH_PAPER,Respect Your Zero-Shot Uncertainty: Conservative Calibration for Test-Time-Adapted Vision-Language Models,"Jingyan Jiang, Yaru Sun, Xiao Chen, Jiazhen Huang, Caiting Li, Zhijian He, Yin Chen, Pingting Hao",http://arxiv.org/abs/2608.05945,,,2026-08-06 12:11:53.000000
1.0,RESEARCH_PAPER,"Operating Multi-Node Full Fine-Tuning on NVIDIA B300: A Field Report on Telemetry-Based Triage, Negative Results, and Operational Hardening","Seon Ho Kim, Ui Jeong Jeon, Su Hyeon Kim, Min Tae Hwang",http://arxiv.org/abs/2608.05944,,,2026-08-06 12:11:25.000000
1.0,RESEARCH_PAPER,MirrorNet: Can Medical Image Anonymization Really Protect Patient Identity?,Attila Simkó,http://arxiv.org/abs/2608.05938,,,2026-08-06 12:06:27.000000
