raw_name,canonical_name,entity_type,matching_method,confidence,resolution_status,source_url
Kinro,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/kinro
GovGuard,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/govguard
Superlog,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/superlog
GodHands,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/godhands
Limrun,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/limrun
Light Anchor,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/light-anchor
Hub,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hub
Tenet Industries,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tenet-industries
Atrisa,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/atrisa
Trellis,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/trellistech
The Company Company,Together AI,STARTUP,fuzzy,90.0,RESOLVED,https://www.ycombinator.com/companies/the-company-company
Dayjob,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/dayjob
InLoop Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/inloop-robotics
Zenbu,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zenbu-2
Andustry,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/andustry
Nine Fives,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/nine-fives
Incandor,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/incandor
Chert,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/chert
Saffron,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/saffron
Discovered Materials,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/discovered-materials
Lightsprint,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lightsprint
Twolabs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/twolabs
Scope,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/scope
Hexa,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hexa
Palette,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/palette-2
Rudus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rudus
Replicas,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/replicas
Totalis,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/totalis
WithAI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/withai
Osmaura,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/osmaura
Instance,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/instance
Illume Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/illume-labs
Memoir,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/memoir
"PerfectBit, Inc.",,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/perfectbit-inc
Stage,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/stage
Standard Signal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/standard-signal
primitive,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/primitive
afterfive,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/afterfive
Klarify,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/klarify
Surtr Defense Systems,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/surtr-defense-systems
Hedge,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hedge
Cardinal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/trycardinal-ai
Wideframe,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/wideframe
Martini,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/martini
Litmus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/litmus-hiring
Condor Energy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/condor-energy
Remix,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/remix-3
OpenVector,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/openvector
Shofo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/shofo
Wayco,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/wayco
"Applied Electrodynamics, Inc.",,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/applied-electrodynamics-inc
Unifold,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/unifold
Carrot Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/carrot-labs
Dispatch,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/dispatch
Bloom,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/trybloom
Aurorin CAD,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/aurorin-cad
Fixture,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fixture
DAIVIN!,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/daivin
Brumby (Formerly GrazeMate),,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/brumby
Origami Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/origami-robotics
Ossus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ossus
Rubric AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rubric-ai
Regbase,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/regbase
Zymbly,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zymbly
Ritivel,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ritivel
Polymorph,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/polymorph
Khotan (formerly Pollinate),,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/khotan
SpotPay,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/spotpay
Poth Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/poth-labs
VOYGR,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/voygr
MochaCare,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mochacare
Cova,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cova
Vela,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/vela
Supafax,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/supafax
Talking Computers,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/talking-computers
Control Seat,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/control-seat
Copperlane,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/copperlane
Tsenta,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tsenta
Atlia,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/atlia
Canary,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/canary
Grade,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/grade
Sila,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sila
Maven,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/maven
Moda,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/moda
The Token Company,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/the-token-company
BeeSafe AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/beesafe-ai
Fed10,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fed10
Inth,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/inth
Squid,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/squid
Crow,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/crow
Foreman,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/foreman
Booko,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/booko
Corelayer,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/corelayer
General Legal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/general-legal
Fort,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fort
Balance,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/getbalance
Ekpa,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ekpa
Chasi,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/chasi
Anchorhead,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/anchorhead
o11,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/o11
Doomersion,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/doomersion
Sequence Markets,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sequence-markets
Libra Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/libra-robotics
Ditto Biosciences,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ditto-biosciences
Servo7,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/servo7
Datoric,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/datoric
Superset,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/superset
Netter,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/netter
Voxel Energy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/voxel-energy
Polymath,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/polymath
Archal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/archal
Bubble Lab,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/bubble-lab
Pocket,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/pocket
Byteport,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/byteport
Constellation Space,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/constellation-space
Sazabi,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sazabi
Mendral,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mendral
AxionOrbital Space,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/axionorbital-space
Oximy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/oximy
Caretta,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/caretta
Samora AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/samora-ai
Human Archive,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/human-archive
Forum,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/forum
Sitefire,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sitefire
Robby,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/robby
Ressl AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/ressl-ai
Emdash,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/emdash
InventoryQuant,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/inventoryquant
Congruent,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/congruent
Reframe,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/usereframe
Valence,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/valence
9 Mothers,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/9-mothers-corporation
Approxima,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/approxima
Traverse,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/traverse
Revion,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/revion
Maywood,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/maywood
Fenrock AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fenrock-ai
End Close,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/end-close
Chamber,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/chamber
Assemble,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/assemble
Patientdesk.ai,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/patientdeskai
Visibl Semiconductors,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/visibl-semiconductors
Synthetic Sciences,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/synthetic-sciences
Seeing Systems,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/seeing-systems
Jinba,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/jinba
Cardboard,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cardboard
Prana,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/prana-health
Rhizome AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rhizome-ai
Pax Historia,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/pax-historia
Parameter (fka Hex Security),,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/parameter-fka-hex-security
Laurence,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/laurence
Terminal Use,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/terminal-use
Overshoot,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/overshoot
Cajal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cajal-technologies
Proximitty,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/proximitty
Instinct,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/instinct-xyz
Stilta,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/stilta
Unisson,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/unisson
IncidentFox,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/brownie
Compresr,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/compresr
Opalite Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/opalite-health
Confluence Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/confluence-labs
Rapidfolio,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rapidfolio
Mango Medical,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mango-medical-inc
Sponge,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sponge
Terranox AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/terranox-ai
Drafted,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/drafted
Ventura,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ventura
Q2Q,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/q2q
Orthogonal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/orthogonal
Perfectly,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/perfectly
Fern,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fern-bot
Sparkles,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sparkles
EigenPal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/eigenpal
Salus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/salus
Moritz,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/moritz
RamAIn,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ramain
Milliray,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/milliray
Beyond Reach Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/beyond-reach-labs
OctaPulse,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/octapulse
CodeWisp,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/codewisp
Ashr,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ashr
Aemon,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/aemon
Luel,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/luel
Scheduling Wizard,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/scheduling-wizard
RoboDock,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/robodock
Skillsync,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/skillsync
MouseCat,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mousecat
Zatanna,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zatanna
AutoSitu,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/autositu
Verdex,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/verdex
Cumulus Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cumulus-labs
Tepali,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tepali
Palus Finance,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/palus-finance
21st,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/21st
Avoice,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/avoice
Kyten Technologies,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/kyten-technologies
ZeroSettle,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zerosettle
/dev/fast,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/devfast
Cignara,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cignara
OpenSpec,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/openspec
Piris Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/pirislabs
CellType,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/celltype
Burt,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/burt
Envariant,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/envariant
Cascade,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cascade
Beacon Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/beacon-health
Strand AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/strand-ai
BaseFrame,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/baseframe
Protent,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/protent
Cofia,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cofia
Fuchsia,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fuchsia
LegalOS,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/legalos
Sentrial,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sentrial
10x Science,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/10x-science
REV1,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rev1
shortkit,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/shortkit
Asimov,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/asimov
Lexius,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lexius
Axis,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/axis-2
Mirabelle,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mirabelle
Docura Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/docura-health
Lance,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lance
RunAnywhere,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/runanywhere
Lucent,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lucent
"Prescience, Inc.",,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/prescience-inc
Ruma Care,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ruma-care
Klaus AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/klaus-ai
Kita,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/kita
Syntropy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/syntropy
One Robot,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/one-robot
Didit,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/didit
Panta,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/panta
Imperfect,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/imperfect
TrustAI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/trustai
Payna,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/payna
Origin,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/origin-bio
Clara,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/clara-2
Hlabs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hlabs
Eos AI,Mistral AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/eos-ai
Valgo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/valgo
ARC Prize Foundation,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/arc-prize-foundation
Corvera,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/corvera
FullSeam,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fullseam
Waddle Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/waddle-labs
Linzumi,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/linzumi
Advanced Metal Research,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/advanced-metal-research
Ploy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ploy
CatchBack Cards,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/catchback-cards
Mantis,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mantis
Haladir,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/haladir
ClaimGlide,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/claimglide
Inviscid AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/inviscid-ai
Coasts,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/coasts
Zephyr Fusion,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zephyr-fusion
Mayflower,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mayflower
Ndea,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ndea-com
item,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/item
Crosslayer Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/crosslayer-labs
Rivet,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rivet-design
Openroll,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/openroll
Amika,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/amika
Specific Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/specific-labs
Moss,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/moss
Zarna,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zarna
MarkIt,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/markit
Dome,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/dome
Voltair,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/voltair
Clicks Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/clicks-health
Fastshot,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fastshot
Vector Legal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/vector-legal
Antigen,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/antigen
LunaBill,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lunabill
Axial,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/axial
Velvet,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/velvet
DiligenceSquared,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/diligencesquared-inc
Amera,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/amera
Forge Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/forge-robotics
Bluma,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/bluma
Lightberry,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lightberry
The Hog,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/the-hog
Layers,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/layers
Boom AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/boom-ai
Freeport Markets,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/freeport-markets
Miniswap,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/miniswap
Rovi Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rovi-health
MadeThis,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/madethis
General Astronautics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/generalastro
Jarmin,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/jarmin
Exonic,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/exonic
Lemma,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/uselemma
Perseus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/perseus
Karumi,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/karumi
Icarus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/icarus
Sava,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/savahq
TakeCareOS,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/takecareos
Denki,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/denki
Metorial,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/metorial
Kalpa Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/kalpa-labs
Absurd,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/absurd
Clad Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/clad-labs
Automax.ai,xAI,STARTUP,fuzzy,90.0,RESOLVED,https://www.ycombinator.com/companies/automax-ai
Specific,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/specific
Primer,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/primer
Narrative,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/usenarrative
Crunched,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/crunched
Lua Global Inc,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lua-global-inc
Philon,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/philon
Sourcebot,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sourcebot
Zalos,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zalos
Prism,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tryprism
Aside,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/aside
Scott AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/scott-ai
Everest,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/everest
